skill_idx,priority_score
21.0,0.5436470913626861
22.0,0.5464115614857654
23.0,0.7677362924267208
24.0,0.9820503321811923
25.0,0.7568683814325143
26.0,1.0
27.0,0.8842529911079116
28.0,1.0
29.0,0.5574880596798211
30.0,0.15433590059928215
31.0,0.8904329407714181
32.0,0.8335136563379364
33.0,1.0
34.0,1.0
35.0,0.012595928454181005
36.0,0.7726958197183421
37.0,0.4116542540482792
38.0,0.7469387920269743
39.0,1.0
40.0,0.6562879174186516
41.0,0.48253933580875596
42.0,0.9130665926611101
43.0,1.0
44.0,0.6307721734097993
45.0,0.11943574001815327
46.0,0.2350186602278204
47.0,0.6576110194370739
48.0,0.5982385546357126
49.0,0.867475542812659
0.0,0.08434306816985127
1.0,0.3469323209169203
2.0,0.5471644126124258
3.0,1.0
4.0,0.697037947603274
5.0,0.04820113401575987
6.0,0.41103179109656884
7.0,1.0
8.0,0.7272368256931038
9.0,1.0
10.0,0.26726200562109537
11.0,0.2357786796896855
12.0,0.69665596139316
13.0,1.0
14.0,1.0
15.0,0.24103927363265854
16.0,1.0
17.0,0.6892407548229091
18.0,0.8022870720336112
19.0,1.0
20.0,0.4073058506802141
21.0,0.857380547367019
22.0,0.7676534378658353
23.0,0.4354055846516903
24.0,0.4329336768882204
25.0,0.9342034272501019
26.0,0.9664921299715431
27.0,1.0
28.0,0.9741867005146306
29.0,1.0
30.0,0.20853333163413557
31.0,0.7422998654119218
32.0,0.6884058189530606
33.0,0.677333844555324
34.0,1.0
35.0,0.08499442454423589
36.0,0.6038889608002505
37.0,0.9581139562601599
38.0,1.0
39.0,0.8900153139699691
40.0,0.35258548875518303
41.0,0.6723703250816796
42.0,0.32824922730972733
43.0,0.3914788806553313
44.0,1.0
45.0,0.1265006443048844
46.0,0.5172683224265349
47.0,0.6117459946137582
48.0,1.0
49.0,1.0
0.0,0.7665413989890172
1.0,0.7699149561506969
2.0,0.472515726245543
3.0,0.6611247616651821
4.0,0.5832423150063798
5.0,0.5421369746430337
6.0,0.17791123884355844
7.0,1.0
8.0,0.4964494130759767
9.0,0.6135000537784416
10.0,0.48457791659278704
11.0,0.4197776374906448
12.0,0.3665429018401118
13.0,1.0
14.0,0.6796464646743109
15.0,0.7395235166656486
16.0,0.8260807816608302
17.0,0.44457783196844197
18.0,0.5776878440806311
19.0,0.9346820931129911
20.0,0.8610291060842596
21.0,0.839534748463519
22.0,0.5030516837251642
23.0,0.3431904102957237
24.0,1.0
25.0,0.4757331777999614
26.0,0.44389162364927015
27.0,0.8462112160916886
28.0,1.0
29.0,1.0
30.0,0.665669200993143
31.0,1.0
32.0,0.5956232666478112
33.0,0.40105614082431995
34.0,0.8522679327903836
35.0,0.6603911990904338
36.0,0.9014207319479104
37.0,1.0
38.0,0.8171518370995706
39.0,0.773063648443442
40.0,0.2816656321404003
41.0,0.7068490659596767
42.0,0.8927644448479497
43.0,0.932399678476647
44.0,0.5951354626029589
45.0,0.44620383592758694
46.0,0.17427487945582001
47.0,0.7203852380182805
48.0,0.5141995328100392
49.0,1.0
0.0,0.8082199268827449
1.0,0.8314537156459705
2.0,0.31241168607632736
3.0,0.7467984980832669
4.0,0.5802060758416331
5.0,0.04377511394462086
6.0,0.5024694617733824
7.0,0.5137320001440706
8.0,1.0
9.0,1.0
10.0,0.9348258981268733
11.0,0.1143325972877677
12.0,0.7188873180445274
13.0,0.3182387504718065
14.0,1.0
15.0,0.5084194168544746
16.0,0.530379360545746
17.0,0.25261724226774224
18.0,0.40486979450818794
19.0,0.7130330230830776
20.0,0.24200821680031437
21.0,0.2788331833629638
22.0,1.0
23.0,0.3284867830060897
24.0,0.6178752695212073
25.0,0.9170337701402782
26.0,0.9717074920022171
27.0,0.5552423225600451
28.0,1.0
29.0,0.5522339726161644
30.0,0.6404262757493935
31.0,0.9831845416453695
32.0,0.6719679279409125
33.0,0.46688005797084153
34.0,0.9788010711570823
35.0,0.7481733826614408
36.0,0.9656209132871821
37.0,0.5791329773927132
38.0,0.584079012399337
39.0,1.0
40.0,0.24986217548170142
41.0,0.34277675829944354
42.0,0.3823653540803896
43.0,0.6674907053089294
44.0,0.8392505866244094
45.0,0.7248599342151263
46.0,0.20774407574793644
47.0,0.6259515835142417
48.0,0.957838471201364
49.0,0.9449515213426029
0.0,0.7879641372318955
1.0,0.9923167629925419
2.0,0.4127423366912099
3.0,1.0
4.0,1.0
5.0,0.3638428248915718
6.0,0.9133204291034273
7.0,0.7152290002106494
8.0,1.0
9.0,1.0
10.0,0.9624027757734634
11.0,0.3211035131350355
12.0,0.9360656557867248
13.0,0.3138956911755232
14.0,1.0
15.0,0.19890972154175257
16.0,0.4734321033643787
17.0,1.0
18.0,0.7776529501906226
19.0,1.0
20.0,0.36144151093936117
21.0,0.6554073490761402
22.0,1.0
23.0,1.0
24.0,0.856296519516787
25.0,0.7201482058629571
26.0,0.567220081073438
27.0,1.0
28.0,1.0
29.0,0.8312811579651508
30.0,0.4981150322670448
31.0,0.28313026356071513
32.0,1.0
33.0,0.5550553650738601
34.0,0.5813525696468227
35.0,0.4521170199662621
36.0,0.8261616703782669
37.0,0.8827062433866626
38.0,0.5545754682877962
39.0,0.6649503491159084
40.0,0.2356367464501411
41.0,0.7032278839052524
42.0,1.0
43.0,1.0
44.0,0.9045070125840882
45.0,0.3778355621008205
46.0,0.495732688885153
47.0,1.0
48.0,0.9505955980744715
49.0,0.4412644954791709
0.0,0.07564507612677895
1.0,0.5813547789285799
2.0,0.7323223730642241
3.0,1.0
4.0,0.5410728061239511
5.0,0.8076861977448246
6.0,0.9954950435516356
7.0,0.5776264707568253
8.0,0.461800625405803
9.0,0.6463131573511377
10.0,0.662783540835908
11.0,0.1697901962944204
12.0,1.0
13.0,1.0
14.0,1.0
15.0,0.7403233640276479
16.0,0.22869990322714742
17.0,0.9308920970896091
18.0,0.8991899865787039
19.0,0.45096561311106265
20.0,0.284637484525774
21.0,0.5231002935254708
22.0,0.7429079461429744
23.0,0.4805276293051719
24.0,0.9272258795131136
25.0,0.9575996880550497
26.0,0.4546237513266105
27.0,0.3514765112270127
28.0,0.7687187472270824
29.0,0.8505811066589909
30.0,0.9171931701685951
31.0,0.5623564331286942
32.0,0.4433265992264714
33.0,0.5244820367941376
34.0,0.43455138663625636
35.0,0.7413902511385765
36.0,0.3678159930961754
37.0,0.9879487863284253
38.0,0.8503231454594354
39.0,1.0
40.0,0.20318092869159232
41.0,0.2549991829247107
42.0,0.6181523959461901
43.0,0.6567829821101943
44.0,0.9061462796353805
45.0,0.7482972022670135
46.0,1.0
47.0,0.7943101606658414
48.0,0.5258613665727631
49.0,0.6954128017649224
0.0,0.9056527214765513
1.0,0.3096372246518396
2.0,0.2949262944631092
3.0,1.0
4.0,0.42666478236021854
5.0,0.7489071900198712
6.0,0.24560595893117879
7.0,0.8663716877854797
8.0,0.48643740880201725
9.0,1.0
10.0,0.049866840686763836
11.0,0.4044951998241948
12.0,0.9830358531209418
13.0,0.8673166693941352
14.0,0.8218742827585175
15.0,0.4355376127933386
16.0,0.6023175820207349
17.0,1.0
18.0,0.9736498642779253
19.0,0.8870602007150172
20.0,0.3218498537343635
21.0,0.6038033713453074
22.0,1.0
23.0,0.5189721377141215
24.0,0.7454792857104537
25.0,0.06499592058384152
26.0,0.7292307464223988
27.0,0.9670170263314577
28.0,0.9320260289737524
29.0,1.0
30.0,0.7707485393365321
31.0,1.0
32.0,0.6524400791974443
33.0,0.384070320759632
34.0,0.9353966338647519
35.0,0.7710120740613897
36.0,0.5069525317311343
37.0,0.6492324016463147
38.0,1.0
39.0,0.4168403805927219
40.0,0.6572813361166862
41.0,0.8072098857149347
42.0,1.0
43.0,1.0
44.0,0.5308872891430669
45.0,0.498303008336473
46.0,0.5059454740460656
47.0,0.6009315226528298
48.0,1.0
49.0,0.9811039917957958
0.0,0.7308744625964747
1.0,0.8457968585229272
2.0,0.8883374301013971
3.0,1.0
4.0,0.6185605309632488
5.0,0.09871216055330656
6.0,0.2612586245788072
7.0,1.0
8.0,1.0
9.0,1.0
10.0,0.012836392656185192
11.0,1.0
12.0,1.0
13.0,0.49884945737235376
14.0,0.9574017638134567
15.0,0.9846112869627363
16.0,0.5709932688813669
17.0,1.0
18.0,0.8438119364969132
19.0,0.7443632310396094
20.0,0.1605292583725969
21.0,0.2040757385285338
22.0,0.9066856816535409
23.0,0.6275777815976021
24.0,0.8077324934531362
25.0,0.9372085962132133
26.0,0.2998467004191957
27.0,0.5732749806301569
28.0,1.0
29.0,1.0
30.0,0.8027514366525309
31.0,0.4831452447166682
32.0,0.32545837144132567
33.0,1.0
34.0,1.0
35.0,0.7148442372260946
36.0,0.4373913492535192
37.0,0.8524260155050216
38.0,1.0
39.0,1.0
40.0,0.13915397338885094
41.0,0.36382495852593766
42.0,0.6036985566539887
43.0,1.0
44.0,1.0
45.0,0.2784137968102315
46.0,0.604143956921186
47.0,0.8077123724121871
48.0,0.4654677396940591
49.0,1.0
0.0,0.47090149986918506
1.0,0.994679231453623
2.0,0.7483453724200773
3.0,1.0
4.0,0.4490893559121433
5.0,0.4388602154697504
6.0,0.5191403048059177
7.0,0.3939376199838008
8.0,0.8616375593649365
9.0,1.0
10.0,0.4933163908542634
11.0,0.931955148279715
12.0,0.4929796192556391
13.0,0.5983524871983463
14.0,0.5668291010276529
15.0,0.7841356733697933
16.0,0.24799608680063026
17.0,0.34976697603310075
18.0,0.30702797594389086
19.0,0.7882682069020384
20.0,0.4369036173327432
21.0,0.5511153631518827
22.0,0.9661698935104932
23.0,0.7146964247241481
24.0,0.4042613450998257
25.0,0.6094466763593372
26.0,0.27122931430373454
27.0,0.22503551751714618
28.0,1.0
29.0,0.6458346269519302
30.0,0.7552899053843839
31.0,0.7417244253457379
32.0,1.0
33.0,0.6581588375252274
34.0,1.0
35.0,0.5682239818459752
36.0,0.8827887515884644
37.0,0.5293353328964798
38.0,0.8994895258556039
39.0,0.9408734854310808
40.0,0.04358403156783497
41.0,0.1340052164298611
42.0,1.0
43.0,0.9407621678006349
44.0,1.0
45.0,0.7431009797198351
46.0,0.115655823693986
47.0,0.4320765307745717
48.0,0.9501251902979542
49.0,1.0
0.0,0.6296170284343855
1.0,0.5110150789784641
2.0,0.7888689635664505
3.0,0.9998911784783676
4.0,0.8063953118109812
5.0,0.563995055507313
6.0,0.17898504698587595
7.0,0.36955374199925456
8.0,1.0
9.0,0.7800047340346
10.0,0.77803659873642
11.0,0.7742852197245668
12.0,0.5626078314226153
13.0,1.0
14.0,0.5263582466652487
15.0,0.16058881533628822
16.0,0.5091532957471085
17.0,0.8557994433999343
18.0,0.5977645563220044
19.0,0.7232233071637857
20.0,0.8617180816870252
21.0,0.9998862117482636
22.0,1.0
23.0,0.32197912682051044
24.0,1.0
25.0,0.7618147554565077
26.0,0.3581466851834293
27.0,0.42663106634715403
28.0,0.33485630095562435
29.0,1.0
30.0,0.607528901267627
31.0,0.11584223269007801
32.0,0.42525940287112435
33.0,1.0
34.0,1.0
35.0,0.8557827836090558
36.0,0.2467054728056807
37.0,1.0
38.0,0.5074330830498063
39.0,0.7035180889133805
40.0,0.9260842201458761
41.0,0.4129069737117841
42.0,0.7951959591811293
43.0,0.6440956366127311
44.0,1.0
45.0,0.3113868183857683
46.0,0.5412857055177354
47.0,0.2837757343177923
48.0,1.0
49.0,1.0
0.0,0.8041979041505127
1.0,0.9730943892286916
2.0,0.8027406378293742
3.0,0.3854632742446068
4.0,0.47059126772306903
5.0,0.7860802988102038
6.0,0.6170832328712239
7.0,0.4770043013697119
8.0,0.3374665580590803
9.0,1.0
10.0,0.09669562442462942
11.0,0.46426485316341315
12.0,0.8802003487710934
13.0,0.9230976784086974
14.0,0.526378159559447
15.0,0.6204525216384158
16.0,0.43640124266903546
17.0,0.370605225194439
18.0,0.9170710995128538
19.0,1.0
20.0,0.7515233133149474
21.0,0.26246971550041087
22.0,0.37411783965473905
23.0,0.7693318886697924
24.0,0.4211301603515393
25.0,0.020744958966199545
26.0,0.35191316863710387
27.0,0.30670094595167857
28.0,0.8467180116409615
29.0,0.4434397077985308
30.0,0.24352992415404295
31.0,0.15820346997184556
32.0,0.7304624574273462
33.0,0.6526164451912653
34.0,0.48302917898339937
35.0,0.35436608610911347
36.0,0.10064873246036857
37.0,1.0
38.0,0.6637275545219464
39.0,1.0
40.0,0.7087634712718047
41.0,0.6549160423392824
42.0,0.788842897734443
43.0,0.7286197447896856
44.0,0.807447664306475
45.0,0.30595083921204924
46.0,0.17123751777900978
47.0,0.5494654340013998
48.0,0.7625156668469488
49.0,0.5337331756737724
0.0,0.9080434653375525
1.0,0.10837906917727894
2.0,0.42378415722476953
3.0,0.979809262426808
4.0,1.0
5.0,0.47374518841189006
6.0,0.6886092143902942
7.0,0.473001907796265
8.0,1.0
9.0,1.0
10.0,0.13146605561630587
11.0,0.836428376366948
12.0,0.3277721776922001
13.0,0.7033592497546141
14.0,0.8912168092667347
15.0,0.7224126274030773
16.0,1.0
17.0,0.5714877793225797
18.0,0.9757367013957977
19.0,1.0
20.0,0.18418925730193936
21.0,0.7428485983536949
22.0,1.0
23.0,0.8557343675704429
24.0,0.8797766128761626
25.0,0.6475496628303102
26.0,0.9068484114513135
27.0,0.42527643658326614
28.0,0.46310346452606577
29.0,1.0
30.0,0.03458367070772128
31.0,0.9252723906227338
32.0,0.5020737891678959
33.0,0.41097978197022855
34.0,1.0
35.0,0.22289210448079977
36.0,0.5014265358682467
37.0,0.6138675485384664
38.0,1.0
39.0,0.664423629175163
40.0,0.6331990591684956
41.0,1.0
42.0,0.7993537915896338
43.0,0.4409738608238002
44.0,0.6832641964692201
45.0,0.5351210955925365
46.0,0.42230081685825505
47.0,0.7165557204184347
48.0,0.8432225765303437
49.0,1.0
0.0,0.6229477788442648
1.0,0.7979430446787902
2.0,0.4183065734522627
3.0,0.7232115385177683
4.0,1.0
5.0,0.7522216461687917
6.0,0.282039058103418
7.0,0.2639659096572989
8.0,0.9531680596866834
9.0,0.8440775188749976
10.0,0.41047389380156574
11.0,0.12501876745526522
12.0,0.58165523209131
13.0,0.47870208827843774
14.0,0.4343523376469637
15.0,0.3988971631295788
16.0,0.9248159737877176
17.0,1.0
18.0,0.5381831657685168
19.0,0.6749730740721761
20.0,0.09856852548088502
21.0,1.0
22.0,0.26521382906839513
23.0,1.0
24.0,1.0
25.0,0.7864983983837979
26.0,0.31998456062653013
27.0,0.8075157954567973
28.0,0.4087969204547346
29.0,1.0
30.0,0.6003603348039658
31.0,0.9238935229374009
32.0,0.8449134739714972
33.0,1.0
34.0,0.8903318277662309
35.0,0.5519090697331592
36.0,0.17585229975034325
37.0,0.30824675201993873
38.0,0.47350144763218327
39.0,0.5183951014952101
40.0,0.13730745914991316
41.0,0.36047129556972246
42.0,0.4784480631998405
43.0,0.9955679268950267
44.0,0.88643313631679
45.0,0.9270488668699894
46.0,0.4429363054321127
47.0,0.263412753009362
48.0,1.0
49.0,1.0
0.0,0.36328835300607876
1.0,0.17040676070187025
2.0,1.0
3.0,1.0
4.0,1.0
5.0,0.39104916059374917
6.0,0.227131379107568
7.0,0.5777888305851213
8.0,0.8855672560463405
9.0,0.4432698665895375
10.0,0.2742148260208003
11.0,1.0
12.0,0.24418566746954323
13.0,0.4509483341576901
14.0,0.9810239138672308
15.0,0.9577341523446563
16.0,1.0
17.0,0.45752022965711675
18.0,0.9137595040777436
19.0,1.0
20.0,0.6296795384642812
21.0,0.3215674240810532
22.0,0.8936428562258347
23.0,0.8112358015887032
24.0,0.8937787050322366
25.0,0.4883764430521652
26.0,0.21252759308874739
27.0,0.989435367441863
28.0,0.6469556909513123
29.0,0.584752360118575
30.0,0.4408583334369113
31.0,0.7430449817305967
32.0,0.7534416799772008
33.0,1.0
34.0,1.0
35.0,0.620588014897374
36.0,0.651707136967398
37.0,0.766730750686667
38.0,0.6931056938595561
39.0,0.8692700994496264
40.0,0.5267121155822955
41.0,0.9008711455881961
42.0,0.9458656819683227
43.0,0.4955812030830036
44.0,1.0
45.0,0.9653473780424819
46.0,0.37922120919855506
47.0,1.0
48.0,0.8251076437306083
49.0,0.6267357040215418
0.0,0.7204977605378067
1.0,0.14795578819789892
2.0,0.8876356672529524
3.0,1.0
4.0,0.7505468358392111
5.0,0.3346253155648953
6.0,0.3724231172848589
7.0,0.6074947726909645
8.0,0.8734384166900506
9.0,1.0
10.0,0.8866164489172609
11.0,0.6485592232935085
12.0,0.6749890955627542
13.0,0.6746834422404553
14.0,0.9953480687575598
15.0,0.14486728998355902
16.0,0.5669557566194646
17.0,0.7087890766125879
18.0,0.9292927748884353
19.0,0.46852013937047965
20.0,0.42968009037885135
21.0,0.8617692410535124
22.0,0.9840412471945008
23.0,0.8432075538730305
24.0,1.0
25.0,0.7547671999193588
26.0,0.8972942827500672
27.0,0.9929687797487061
28.0,1.0
29.0,1.0
30.0,0.09687803743721124
31.0,0.6037575375323316
32.0,1.0
33.0,0.4093062036788089
34.0,0.5551952757198352
35.0,0.40160966996787273
36.0,0.6640573603972891
37.0,0.9239064413521088
38.0,0.8608273708001476
39.0,0.6166311252711476
40.0,0.8478969325157154
41.0,0.36498180762618593
42.0,1.0
43.0,0.7950715959146873
44.0,0.44047662737382376
45.0,0.47955075226566946
46.0,0.7540564066929787
47.0,1.0
48.0,0.8821306822086373
49.0,1.0
