avg_score,min_score,max_score,backlogs,project_failures,num_below_50,failure_class
70.05808355798627,61.539250882699896,78.57691623327263,1.0,1.0,0.0,0
39.8486576505463,35.50654580570594,44.19076949538666,0.0,0.0,1.0,1
45.800216173052576,28.01591567161799,63.58451667448716,2.0,1.0,2.0,2
43.580487119309275,29.948700965057217,57.21227327356134,4.0,3.0,2.0,0
94.49364029775987,91.41627451063744,97.5710060848823,2.0,2.0,0.0,0
33.77910311190981,33.69032232230115,33.867883901518475,4.0,0.0,1.0,3
82.20614755779341,66.95248859461532,97.45980652097151,2.0,0.0,0.0,2
59.797656475560714,59.480504069150264,60.114808881971165,2.0,3.0,0.0,0
86.03912636059722,68.43079433870707,100.0,0.0,3.0,0.0,2
93.63958514312792,83.05105597216195,100.0,3.0,3.0,0.0,0
92.08123197010477,73.47951791761075,100.0,1.0,2.0,0.0,2
84.0689787716535,68.63184821357872,99.50610932972829,2.0,1.0,0.0,2
51.017916022365974,33.131043975159116,68.90478806957283,4.0,3.0,1.0,2
40.345395452102416,25.46904123975394,55.2217496644509,1.0,3.0,2.0,0
43.962304451797884,32.429965345347426,55.49464355824834,4.0,0.0,1.0,0
68.98535235416757,65.52414690388076,72.44655780445439,4.0,3.0,0.0,0
45.639541718606665,31.086611311995505,60.192472125217826,0.0,2.0,1.0,0
52.61664828962238,40.77049881240284,64.46279776684193,1.0,0.0,0.0,0
25.98022949521021,16.88706286047391,35.07339612994651,4.0,3.0,3.0,3
77.82587169802854,66.65404589684309,88.99769749921398,2.0,0.0,0.0,0
28.36020191964824,23.715074136214625,33.005329703081856,3.0,0.0,2.0,3
45.276991425525146,37.18844685093962,53.36553600011067,4.0,1.0,1.0,0
64.28254791703216,61.79859527636195,66.76650055770237,0.0,2.0,0.0,0
59.83811383057763,51.64272120209242,68.03350645906285,3.0,1.0,0.0,0
86.98479218172896,77.64614307920215,96.32344128425578,4.0,0.0,0.0,0
69.40161027877794,52.246168526088795,86.55705203146708,2.0,2.0,0.0,2
79.17835839328215,68.63476179490162,89.72195499166268,4.0,1.0,0.0,0
42.758444406050494,24.58107351690752,60.935815295193464,3.0,0.0,2.0,2
29.91930025913091,10.560943311141575,49.27765720712024,3.0,3.0,3.0,3
75.74974993260653,74.76999745334025,76.72950241187282,0.0,1.0,0.0,0
31.518423351447176,19.57555428509481,43.46129241779954,3.0,2.0,3.0,3
82.56246527915692,76.57779165356698,88.54713890474687,4.0,1.0,0.0,0
90.72630823972649,73.69979585453777,100.0,1.0,3.0,0.0,2
41.21958945094739,31.338030086725446,51.10114881516933,0.0,1.0,1.0,0
77.07537779291992,75.51367379329456,78.63708179254529,2.0,0.0,0.0,0
52.80037389067597,48.50024129804418,57.10050648330776,4.0,0.0,0.0,0
42.42480093054335,28.947037561982782,55.902564299103915,3.0,3.0,2.0,0
52.33575000352613,50.74344820532384,53.92805180172842,4.0,2.0,0.0,0
68.50754628067295,60.92597833446094,76.08911422688497,2.0,2.0,0.0,0
94.10512049114827,76.67268317070982,100.0,2.0,2.0,0.0,2
42.50328002567201,41.91925179205515,43.087308259288875,1.0,0.0,0.0,0
72.94573961398427,59.02173219756077,86.86974703040777,4.0,1.0,0.0,0
45.11525773705438,31.605574278972465,58.62494119513629,3.0,3.0,1.0,0
38.85455561447234,32.43981658896282,45.26929463998186,3.0,1.0,1.0,3
67.38816063173908,65.13382716045737,69.6424941030208,4.0,0.0,0.0,0
77.09660395074116,75.04845856530872,79.14474933617359,4.0,3.0,0.0,0
73.80395237895763,54.41939141477559,93.18851334313968,4.0,0.0,0.0,2
90.69392589449663,77.15560013095552,100.0,2.0,2.0,0.0,0
28.052687808322407,20.532863426137695,35.57251219050712,0.0,3.0,2.0,3
60.54977480503885,43.87886593437297,77.22068367570473,2.0,2.0,0.0,2
41.81328450172973,39.74656039897549,43.880008604483976,2.0,0.0,1.0,0
81.27178089662068,78.73322317953664,83.81033861370473,4.0,3.0,0.0,0
24.651991380916222,20.700731905138213,28.60325085669423,0.0,0.0,2.0,3
33.18525889716993,17.9140108618033,48.45650693253656,4.0,3.0,3.0,3
77.90214213103437,69.72422793699269,86.08005632507604,3.0,0.0,0.0,0
46.598099034555446,33.74657311047311,59.449624958637784,0.0,1.0,1.0,0
71.13500846073852,66.48598591073554,75.7840310107415,1.0,3.0,0.0,0
94.88792582799249,79.3419602389662,100.0,0.0,1.0,0.0,2
54.48868273007443,38.45537815167211,70.52198730847675,4.0,0.0,1.0,2
59.973818027609724,51.708660185028656,68.23897587019079,3.0,0.0,0.0,0
93.1496047408467,88.96396166235614,97.33524781933725,3.0,1.0,0.0,0
75.9795116643654,63.37850614729436,88.58051718143645,2.0,1.0,0.0,0
34.75677481055017,29.634067188065934,39.879482433034404,2.0,0.0,2.0,3
80.32251618667165,77.35665261571108,83.28837975763221,0.0,1.0,0.0,0
58.68938087580788,46.37342959227345,71.0053321593423,3.0,1.0,0.0,0
79.05270596479147,68.79453012176106,89.31088180782189,0.0,2.0,0.0,0
64.89143936540255,49.22229544784463,80.56058328296047,1.0,1.0,0.0,2
37.04985896387917,31.203669001749127,42.89604892600921,4.0,1.0,1.0,3
81.08296845626126,76.5769200882724,85.58901682425011,0.0,3.0,0.0,0
20.151990029757066,7.341532328729318,32.96244773078482,4.0,3.0,4.0,3
86.60226652701337,72.58106351463837,100.0,0.0,3.0,0.0,0
81.39569192953755,73.12842168698486,89.66296217209023,2.0,1.0,0.0,0
92.76049938293752,83.91330404781661,100.0,2.0,3.0,0.0,0
22.665330553153623,20.194430832626626,25.13623027368062,0.0,1.0,2.0,3
52.82258771610961,43.43420546771584,62.21096996450338,4.0,2.0,0.0,0
32.68486567932044,13.458305375547088,51.91142598309379,4.0,3.0,3.0,3
48.04921518524409,45.77525861044725,50.32317176004092,1.0,1.0,0.0,0
46.98435573724646,35.6249965428082,58.34371493168472,1.0,2.0,1.0,0
64.81707967778775,64.44926185329697,65.18489750227852,3.0,0.0,0.0,0
52.807249533639826,46.29977025729805,59.3147288099816,1.0,1.0,0.0,0
92.41799101658461,77.19510425380071,100.0,0.0,2.0,0.0,2
40.83303281431432,29.48980751379431,52.17625811483433,3.0,2.0,2.0,0
51.40628447975838,49.78363790910653,53.02893105041022,1.0,1.0,0.0,0
72.5491100240764,63.51248241777518,81.58573763037762,2.0,2.0,0.0,0
40.74075131838965,39.159235005933915,42.32226763084538,3.0,2.0,1.0,0
74.28583207533286,66.81524285430505,81.75642129636067,2.0,3.0,0.0,0
73.15343698005698,57.77434888183329,88.53252507828067,4.0,0.0,0.0,2
73.41786668109245,68.25287354840938,78.58285981377551,3.0,2.0,0.0,0
70.63073192871316,61.56294516122242,79.6985186962039,4.0,2.0,0.0,0
81.30952662927065,71.30274323988304,91.31631001865826,4.0,1.0,0.0,0
94.61987724355774,77.55436100476099,100.0,3.0,1.0,0.0,2
24.150234144956425,21.720166933197603,26.580301356715246,2.0,2.0,2.0,3
57.28599814068056,46.27762717621557,68.29436910514555,2.0,1.0,0.0,0
80.98106975146867,80.3652699926958,81.59686951024153,3.0,1.0,0.0,0
20.00354073719161,18.136799244986,21.87028222939722,0.0,3.0,3.0,3
60.886493337847284,56.4720354287239,65.30095124697067,2.0,1.0,0.0,0
69.48486617034261,55.09058070384117,83.87915163684406,1.0,0.0,0.0,0
34.38070051687031,33.55852416794414,35.20287686579648,2.0,0.0,1.0,3
50.06153774883096,31.160155431589637,68.96292006607229,4.0,0.0,1.0,2
79.20883951665566,70.65548296391734,87.76219606939398,2.0,2.0,0.0,0
25.001204077872014,8.228165269683462,41.77424288606056,2.0,0.0,4.0,3
30.115004985021216,25.67749025390041,34.55251971614202,2.0,0.0,2.0,3
81.3552103732485,74.59899627686325,88.11142446963375,1.0,1.0,0.0,0
80.69041282653095,66.15009629090056,95.23072936216133,3.0,0.0,0.0,0
64.28025228004701,56.696308692039,71.86419586805502,1.0,2.0,0.0,0
51.213998916374244,41.06424099965821,61.36375683309028,4.0,0.0,0.0,0
27.923880880799615,11.73883625525351,44.10892550634572,0.0,3.0,3.0,3
80.85779703848644,67.83589396948679,93.87970010748609,1.0,3.0,0.0,0
38.13090208552652,21.413381564124133,54.84842260692891,3.0,3.0,2.0,3
88.48931431846007,86.7595894734354,90.21903916348475,0.0,0.0,0.0,0
78.18784892510452,66.02644137208921,90.34925647811983,2.0,2.0,0.0,0
26.07018783806167,14.046101583972547,38.0942740921508,1.0,0.0,3.0,3
67.66198287252737,55.52001218262038,79.80395356243437,4.0,2.0,0.0,0
89.0469502448832,77.27074597102784,100.0,0.0,3.0,0.0,0
85.93761513802576,71.4608539983719,100.0,2.0,1.0,0.0,0
66.00146594118648,49.12073830683258,82.88219357554038,2.0,1.0,0.0,2
32.89692603594482,28.30496775298841,37.488884318901235,4.0,3.0,2.0,3
71.01813674913969,68.926860313203,73.10941318507638,2.0,0.0,0.0,0
69.9606543642329,68.48114746864846,71.44016125981733,0.0,2.0,0.0,0
64.15510386598498,60.98654475014143,67.32366298182853,4.0,1.0,0.0,0
39.93071398578137,26.81165936631716,53.049768605245575,0.0,0.0,2.0,3
87.52226171073478,79.19229443694081,95.85222898452875,3.0,2.0,0.0,0
57.693267696219955,50.703474955966826,64.68306043647308,1.0,3.0,0.0,0
42.28364184694576,24.084622336099542,60.48266135779198,0.0,2.0,2.0,2
39.14165554581458,21.13813796502547,57.14517312660369,0.0,2.0,2.0,3
41.07633729915738,30.298506236292184,51.85416836202258,4.0,2.0,1.0,0
54.58206085580107,45.41205177987845,63.75206993172368,4.0,0.0,0.0,0
37.31386223145042,31.90504790191164,42.72267656098921,3.0,0.0,1.0,3
58.80609238560887,49.60805150560717,68.00413326561056,4.0,2.0,0.0,0
34.40176174270103,26.18337847020893,42.620145015193124,4.0,2.0,2.0,3
40.321395704689124,40.18235892943021,40.46043247994804,1.0,0.0,0.0,0
28.97490903260422,13.80337601803896,44.14644204716948,3.0,0.0,3.0,3
46.80459948846053,38.033133681319356,55.57606529560171,2.0,0.0,1.0,0
50.44772533533796,45.99073928729385,54.904711383382065,0.0,2.0,0.0,0
50.278819755213796,36.953586208957894,63.6040533014697,2.0,1.0,1.0,0
74.36656244964631,65.41319594032277,83.31992895896985,0.0,2.0,0.0,0
56.25208806736989,49.97748720172437,62.52668893301541,3.0,2.0,0.0,0
71.97539797437487,67.35918306849197,76.59161288025777,1.0,0.0,0.0,0
22.485507535280696,21.302674190905115,23.668340879656277,0.0,1.0,2.0,3
52.74414862270192,42.68370660975088,62.804590635652964,3.0,0.0,0.0,0
26.73483477795348,19.22594987292034,34.24371968298662,1.0,0.0,3.0,3
54.657650328002724,53.85106655183534,55.46423410417011,2.0,3.0,0.0,0
66.13996325841352,49.891830655452964,82.38809586137407,0.0,1.0,0.0,2
79.75545368395339,63.5897684079626,95.92113895994419,0.0,3.0,0.0,2
61.26643346333615,51.46592202614751,71.06694490052479,4.0,0.0,0.0,0
48.46267050389431,31.684662409426004,65.24067859836262,2.0,1.0,1.0,2
39.83468264190391,30.214571986449478,49.45479329735834,2.0,2.0,1.0,3
91.80821174381542,88.43015639170595,95.18626709592489,3.0,1.0,0.0,0
34.87141006905233,24.51944652046056,45.2233736176441,3.0,1.0,2.0,3
23.181226894016888,16.929887705356446,29.43256608267733,0.0,0.0,3.0,3
29.440954426716885,20.393662257408177,38.48824659602559,4.0,0.0,2.0,3
94.81288244656545,75.39948450166662,100.0,3.0,3.0,0.0,2
87.95900223226637,80.84838480579818,95.06961965873457,1.0,0.0,0.0,0
44.019340435246306,39.70154342019183,48.33713745030078,1.0,0.0,1.0,0
20.288688284278635,17.717657357605496,22.859719210951774,0.0,1.0,3.0,3
77.54045201506833,59.86189795017667,95.21900607995998,1.0,1.0,0.0,2
42.54021929746887,42.241451351140796,42.83898724379695,1.0,1.0,0.0,0
21.661199995010602,3.5121254944131692,39.810274495608034,1.0,3.0,4.0,3
54.245344263803574,53.009903779704025,55.48078474790312,3.0,3.0,0.0,0
51.8116966844093,36.75850952091034,66.86488384790826,1.0,1.0,1.0,2
47.13189382401486,41.25887480869309,53.004912839336626,2.0,0.0,0.0,0
69.00255483441948,64.00440668422169,74.00070298461728,2.0,0.0,0.0,0
74.45107620215879,70.85236833951826,78.04978406479931,0.0,0.0,0.0,0
61.93878288138648,59.24847955402897,64.629086208744,0.0,0.0,0.0,0
21.049008010723288,19.72431451559649,22.373701505850086,0.0,0.0,3.0,3
21.681198954652242,18.58030702875821,24.782090880546274,3.0,1.0,3.0,3
86.1307827250231,74.36123634099808,97.90032910904812,3.0,2.0,0.0,0
33.9831987135141,22.589626487820617,45.37677093920758,0.0,3.0,2.0,3
49.8548278476714,44.233333995777855,55.47632169956495,3.0,1.0,0.0,0
27.764546683640294,14.16690927428295,41.36218409299764,4.0,1.0,3.0,3
37.19757312980071,21.804992656601343,52.590153603000076,0.0,2.0,2.0,3
56.40152440598387,36.798025486953385,76.00502332501435,0.0,2.0,1.0,2
37.66599263021634,28.870606296641665,46.461378963791006,3.0,2.0,2.0,3
69.43119884137892,61.93941755260262,76.92298013015521,1.0,0.0,0.0,0
47.54813017678771,28.08463297958471,67.0116273739907,1.0,0.0,2.0,2
79.13500750550187,60.29195656512631,97.97805844587744,2.0,2.0,0.0,2
65.14628393052476,46.607326807666695,83.68524105338282,0.0,1.0,0.0,2
39.04737927030325,26.871664259084138,51.223094281522364,2.0,1.0,2.0,3
80.62872245437522,68.27408672255667,92.98335818619377,1.0,3.0,0.0,0
89.90653027144202,71.34692637586261,100.0,4.0,0.0,0.0,2
29.003322426207287,19.406940971211192,38.59970388120338,3.0,1.0,3.0,3
70.22476099691721,65.95525514881439,74.49426684502004,1.0,2.0,0.0,0
67.30966174359756,47.604487291654124,87.014836195541,3.0,2.0,0.0,2
70.22845509882602,53.387060536238806,87.06984966141323,2.0,0.0,0.0,2
22.338931287245874,21.21785546289668,23.46000711159507,2.0,2.0,2.0,3
22.109439604488323,19.860139073838877,24.35874013513777,3.0,1.0,3.0,3
42.11086250434477,24.468512352145,59.75321265654455,1.0,1.0,2.0,2
26.017480670407878,19.99574712867311,32.039214212142646,2.0,2.0,3.0,3
47.45584831662237,33.52813248592769,61.38356414731705,2.0,3.0,1.0,0
85.43155256218918,83.07511490646411,87.78799021791426,3.0,0.0,0.0,0
46.5827210909686,43.1720476445986,49.993394537338595,1.0,0.0,0.0,0
49.46346858066121,34.51613440729864,64.41080275402378,4.0,3.0,1.0,0
40.06415256684596,20.478318826519462,59.64998630717246,1.0,0.0,2.0,2
51.62024077226233,41.57626476412844,61.66421678039622,0.0,0.0,0.0,0
79.81340984726982,78.9550872177031,80.67173247683655,2.0,2.0,0.0,0
82.31685008199769,77.63050964802589,87.00319051596948,1.0,1.0,0.0,0
51.579422504959034,47.325403324259824,55.833441685658244,2.0,3.0,0.0,0
49.764542147139714,31.0590980482575,68.46998624602193,4.0,3.0,1.0,2
34.6299103307746,26.246910506248845,43.012910155300354,0.0,0.0,2.0,3
93.17012367084416,74.21666761034146,100.0,0.0,0.0,0.0,2
43.324648838499016,26.132956623349997,60.516341053648034,1.0,2.0,2.0,2
45.69819781932349,36.68206971145462,54.714325927192355,2.0,1.0,1.0,0
52.23923336622639,51.74203252001703,52.736434212435746,0.0,0.0,0.0,0
26.03251326451994,6.57350288428524,45.49152364475464,3.0,1.0,4.0,3
44.64032201202785,44.43889336210316,44.841750661952545,3.0,2.0,0.0,0
89.79385282767943,72.67125939387866,100.0,3.0,3.0,0.0,2
25.582383248528476,17.31774657994751,33.84701991710944,2.0,1.0,3.0,3
38.03639421341463,32.01021551565686,44.0625729111724,4.0,3.0,1.0,3
36.33132506641693,28.165312865119773,44.49733726771409,3.0,1.0,2.0,3
37.63021459296074,30.492025855868526,44.768403330052955,4.0,2.0,1.0,3
91.59618271628904,77.81379747411087,100.0,0.0,3.0,0.0,0
73.14166144766777,61.68719875088216,84.59612414445338,3.0,3.0,0.0,0
88.98438075043398,83.84628368786048,94.12247781300749,1.0,2.0,0.0,0
84.32079390307423,73.77077091039551,94.87081689575295,0.0,3.0,0.0,0
66.85595696805481,58.75695518043268,74.95495875567694,0.0,0.0,0.0,0
61.985648803263196,43.572723684827466,80.39857392169893,0.0,3.0,0.0,2
58.18249273103163,40.33493199541053,76.03005346665273,0.0,3.0,0.0,2
71.71498459908479,59.36806639368872,84.06190280448085,2.0,3.0,0.0,0
72.63685995351358,53.32950376035619,91.94421614667097,3.0,1.0,0.0,2
64.95931270446614,57.456771742262376,72.46185366666991,2.0,1.0,0.0,0
53.67060606027711,51.911200540400614,55.430011580153604,0.0,2.0,0.0,0
70.65226562251871,69.69921954528854,71.60531169974888,3.0,0.0,0.0,0
31.751312669648918,15.0824079818088,48.42021735748904,0.0,2.0,3.0,3
61.365026446295566,53.6952139941445,69.03483889844662,4.0,1.0,0.0,0
58.94748936035378,41.74201358355664,76.15296513715091,1.0,3.0,0.0,2
60.100614367014366,50.925910569243484,69.27531816478525,0.0,2.0,0.0,0
58.31140454061576,58.087932476613624,58.5348766046179,1.0,1.0,0.0,0
76.2697517453984,65.69678362001558,86.84271987078121,4.0,0.0,0.0,0
76.81196687418372,64.92104312655974,88.70289062180771,4.0,2.0,0.0,0
44.71870658052821,35.688529069957525,53.7488840910989,2.0,2.0,1.0,0
46.306461638884926,29.545776064781045,63.06714721298881,4.0,2.0,2.0,2
21.236452996729632,8.35628982204905,34.116616171410215,1.0,0.0,4.0,3
28.497207498227027,21.202422771536632,35.79199222491742,2.0,1.0,2.0,3
39.67438073637034,25.294332975631775,54.0544284971089,2.0,3.0,2.0,3
77.42827539214254,71.0360066537365,83.82054413054858,1.0,3.0,0.0,0
79.84170099865283,63.07074829183536,96.6126537054703,1.0,1.0,0.0,2
38.60113493427395,32.99906084084362,44.20320902770428,2.0,1.0,1.0,3
85.23164454176337,71.89942296649129,98.56386611703546,3.0,2.0,0.0,0
48.17734767982234,39.87550683047767,56.47918852916701,2.0,0.0,1.0,0
79.85389635079972,77.83023083186839,81.87756186973104,0.0,3.0,0.0,0
55.01403255761712,42.41993727333515,67.60812784189909,2.0,2.0,0.0,0
73.44504187656048,65.78396576087235,81.10611799224861,4.0,3.0,0.0,0
46.72348020555074,34.03821224537349,59.408748165728,0.0,0.0,1.0,0
25.295491917286697,14.49742031905295,36.093563515520444,4.0,0.0,3.0,3
39.05386520086513,38.22196270298955,39.885767698740715,0.0,3.0,1.0,1
72.2816810959047,68.18211542906988,76.38124676273952,0.0,1.0,0.0,0
88.84677464468761,74.83835299110001,100.0,0.0,1.0,0.0,0
67.12186728940752,57.76875055614313,76.4749840226719,1.0,1.0,0.0,0
77.67151228492695,68.34212405845847,87.00090051139543,1.0,1.0,0.0,0
21.059255685926367,21.011283682099076,21.107227689753657,4.0,3.0,2.0,3
77.0047279329042,70.94876398702547,83.06069187878293,2.0,2.0,0.0,0
82.66531260911877,69.2759933450316,96.05463187320595,3.0,0.0,0.0,0
50.948843959668395,33.209082179675136,68.68860573966165,4.0,3.0,1.0,2
57.04185080074094,45.561709499928966,68.52199210155291,0.0,1.0,0.0,0
23.927981317878338,13.11507515225921,34.74088748349747,1.0,2.0,3.0,3
33.097674223711046,23.69137894673051,42.50396950069158,4.0,1.0,2.0,3
24.23578717379975,10.666164696003431,37.805409651596065,3.0,0.0,3.0,3
74.85262509214076,58.89000185100299,90.81524833327852,0.0,1.0,0.0,2
79.98980330890413,75.57612896059669,84.40347765721157,1.0,1.0,0.0,0
28.150013928744443,13.870485590130066,42.42954226735882,1.0,0.0,3.0,3
89.1197017262818,84.24260570116438,93.99679775139923,0.0,3.0,0.0,0
82.96449960267708,82.32865360874132,83.60034559661284,2.0,3.0,0.0,0
63.22137295043307,61.72777534661288,64.71497055425326,3.0,3.0,0.0,0
93.37160788259374,92.44077727062988,94.30243849455759,1.0,0.0,0.0,0
86.18507312394695,80.58160199776025,91.78854425013365,1.0,2.0,0.0,0
36.69813375117648,34.15466773565992,39.241599766693035,2.0,2.0,1.0,3
91.55267652059689,89.84859560127937,93.25675743991441,4.0,2.0,0.0,0
53.2219552997367,50.27021148349459,56.173699115978806,3.0,3.0,0.0,0
31.614943395104156,30.850977349623744,32.378909440584565,4.0,1.0,1.0,3
35.006731733985404,28.135698647632708,41.8777648203381,2.0,1.0,2.0,3
71.31458959720901,54.85826942123033,87.77090977318768,0.0,1.0,0.0,2
94.06688098643744,82.99130931688471,100.0,0.0,2.0,0.0,0
53.395377081940616,52.0960446862859,54.69470947759533,0.0,1.0,0.0,0
62.98510488925194,55.486639285132824,70.48357049337106,2.0,1.0,0.0,0
42.517969165773984,33.921275521253705,51.11466281029426,1.0,0.0,1.0,0
83.40931384512382,79.96108510747155,86.85754258277609,1.0,2.0,0.0,0
28.636696725562324,21.176459167841706,36.09693428328294,4.0,0.0,2.0,3
63.66855148432449,56.933450840650195,70.40365212799878,0.0,1.0,0.0,0
63.966536324638604,54.09036929190356,73.84270335737364,0.0,2.0,0.0,0
20.085480356754815,6.139637219881848,34.03132349362778,1.0,1.0,4.0,3
90.54217901360475,80.96543989589337,100.0,3.0,2.0,0.0,0
93.07567890327392,91.59659788046324,94.55475992608461,4.0,1.0,0.0,0
55.06050799533447,53.95593387753124,56.1650821131377,1.0,0.0,0.0,0
74.42311869823568,56.66393007690384,92.18230731956753,1.0,3.0,0.0,2
83.65339562598585,69.7581143577524,97.5486768942193,2.0,3.0,0.0,0
28.752873513087163,15.609288369133516,41.89645865704081,4.0,0.0,3.0,3
26.346417366339587,8.082391822600776,44.6104429100784,0.0,0.0,4.0,3
71.6982364933216,60.86811921044473,82.52835377619847,4.0,1.0,0.0,0
61.96192341923229,60.48745716296409,63.43638967550049,4.0,2.0,0.0,0
70.95452563995586,56.666831211902334,85.24222006800939,1.0,0.0,0.0,0
62.89973807913246,59.65429265166735,66.14518350659758,3.0,3.0,0.0,0
74.47938295181552,61.15549248678052,87.80327341685053,3.0,0.0,0.0,0
31.61819437436472,23.60404081718398,39.63234793154546,0.0,3.0,2.0,3
36.17136043200686,35.60684424985508,36.735876614158634,2.0,0.0,1.0,1
37.77673745229295,36.66614621508828,38.887328689497615,1.0,3.0,1.0,1
51.2390074022659,43.38632952913193,59.09168527539987,0.0,3.0,0.0,0
76.96702541114612,65.07616282601998,88.85788799627227,2.0,3.0,0.0,0
82.35476085088082,78.93681660535394,85.7727050964077,3.0,3.0,0.0,0
50.09724536352906,47.96224772081316,52.232243006244964,2.0,1.0,0.0,0
65.15373347690019,57.62912503527179,72.67834191852859,0.0,2.0,0.0,0
42.13838003482036,26.054765464220583,58.221994605420136,4.0,2.0,2.0,2
55.683267907561905,40.00315754062763,71.36337827449617,0.0,0.0,0.0,2
90.56828965670381,76.88548707004932,100.0,1.0,3.0,0.0,0
40.19644298961827,31.68930674944918,48.70357922978736,2.0,2.0,1.0,0
79.09577518661426,70.25702317825971,87.93452719496881,4.0,1.0,0.0,0
23.164566107220445,18.645688845873202,27.683443368567687,3.0,0.0,3.0,3
45.89322188439224,43.15037186560924,48.63607190317524,0.0,2.0,0.0,0
69.40859544739028,69.09177963145115,69.72541126332942,2.0,3.0,0.0,0
78.20007189383963,60.99707107075868,95.40307271692059,4.0,0.0,0.0,2
64.41389090976911,54.49019868353918,74.33758313599904,1.0,3.0,0.0,0
85.19166011943891,85.13080046694147,85.25251977193635,4.0,2.0,0.0,0
81.55893694125818,70.9754688445985,92.14240503791787,2.0,3.0,0.0,0
66.31287751858454,61.14639946704524,71.47935557012384,3.0,0.0,0.0,0
46.109224869325544,37.56197194704028,54.65647779161081,3.0,0.0,1.0,0
47.27828885367118,33.830067652616115,60.72651005472624,4.0,2.0,1.0,0
66.13226870902724,49.937384200181356,82.32715321787313,3.0,1.0,0.0,2
69.24137709819375,55.231741150153724,83.25101304623378,2.0,1.0,0.0,0
49.594007181896764,31.668034417687235,67.51997994610629,2.0,2.0,1.0,2
49.81380450623688,45.11888168184514,54.508727330628616,3.0,0.0,0.0,0
33.25847919882971,20.030776277580173,46.48618212007925,2.0,1.0,2.0,3
20.021564208987567,2.224938795847841,37.81818962212729,0.0,1.0,4.0,3
54.61186422376632,48.44186593581712,60.78186251171552,4.0,1.0,0.0,0
82.3130938510311,66.32406175208554,98.30212594997666,1.0,2.0,0.0,2
77.49059385239737,58.68628245362252,96.29490525117222,3.0,0.0,0.0,2
94.54552535678712,81.66798774200072,100.0,2.0,3.0,0.0,0
70.20543345169753,66.92014221479444,73.49072468860062,0.0,2.0,0.0,0
37.54347395291388,32.32627053093687,42.76067737489089,4.0,0.0,1.0,3
70.8011601369117,57.20155520936042,84.40076506446299,0.0,2.0,0.0,0
82.13590944477143,64.81240114387279,99.45941774567007,4.0,0.0,0.0,2
68.0747757761001,67.59964201071054,68.54990954148965,4.0,0.0,0.0,0
56.129316545590825,49.6026891521952,62.655943938986454,2.0,2.0,0.0,0
66.38843583650049,61.71703706905107,71.05983460394991,4.0,0.0,0.0,0
21.93519578428752,13.493975434744879,30.37641613383016,4.0,2.0,3.0,3
39.883438037329356,24.513882339976334,55.25299373468238,4.0,1.0,2.0,3
31.83029712834544,21.774187067180463,41.886407189510415,3.0,1.0,2.0,3
51.006157660005535,40.6403431016475,61.37197221836357,4.0,2.0,0.0,0
86.9777403929596,74.79722158499676,99.15825920092244,3.0,2.0,0.0,0
34.09621067301855,23.782736131319695,44.4096852147174,4.0,0.0,2.0,3
25.32384576591644,11.55861896332479,39.089072568508094,0.0,3.0,3.0,3
78.26914547968308,76.12839840863732,80.40989255072883,2.0,2.0,0.0,0
