duration_months,company_tier,role_relevance,project_count,internship_score
5.0,2.0,0.7807652043355564,5.0,9.436629401833525
9.0,3.0,0.601896265593443,2.0,8.5400023254879
4.0,2.0,0.29976619110907166,5.0,8.238746184523091
5.0,2.0,0.16207342040324946,4.0,8.015704051589127
4.0,1.0,0.1234635206339989,4.0,8.739194645858804
8.0,2.0,0.7413875087843116,3.0,10.0
11.0,2.0,0.8858625696091056,1.0,10.0
3.0,1.0,0.5310783866712191,4.0,8.842344989847936
5.0,4.0,0.7727100971850992,5.0,6.667697515807262
3.0,4.0,0.2831284049916425,5.0,4.482512592975132
3.0,4.0,0.585663793454085,3.0,4.167173832399321
12.0,1.0,0.4380388478451426,0.0,10.0
9.0,2.0,0.08769419218029229,4.0,10.0
12.0,4.0,0.48736677447475796,1.0,7.866399428753177
8.0,2.0,0.8467867489989576,1.0,9.00572376982879
8.0,1.0,0.05178251782599497,0.0,8.07560423158477
9.0,3.0,0.47710597697115553,0.0,6.740762883676019
8.0,1.0,0.8732630760610351,2.0,10.0
10.0,3.0,0.7900719294766435,1.0,8.82966836119301
4.0,2.0,0.4934499796666494,2.0,7.263049202365636
2.0,3.0,0.17134463926368737,3.0,4.033367023615981
6.0,3.0,0.8485261962914995,3.0,7.470700965016545
1.0,3.0,0.15313458235462163,2.0,2.8625658385327117
1.0,3.0,0.2768207131971018,2.0,3.5939549834510314
1.0,1.0,0.12427519145223431,5.0,7.735075454679246
1.0,4.0,0.4590091144279007,1.0,2.1547547740874795
9.0,1.0,0.6291979279726508,0.0,10.0
8.0,4.0,0.8271183109857416,4.0,7.837297513288338
12.0,4.0,0.46133760838185633,0.0,6.460074604827991
4.0,3.0,0.9707202715851897,4.0,7.253542732192702
4.0,3.0,0.5958569874552183,1.0,5.476383166333398
6.0,1.0,0.6044100352750758,5.0,10.0
10.0,4.0,0.1752880296263355,1.0,5.362306296911958
12.0,3.0,0.1901160345200964,0.0,8.12262894300169
9.0,2.0,0.5766261570835003,2.0,9.480072815662679
7.0,3.0,0.7208794037554325,2.0,7.760549905598928
12.0,3.0,0.2047066876477971,4.0,9.9038889590435
3.0,2.0,0.4840176776925935,3.0,6.8848695225148635
6.0,2.0,0.35620006130816384,5.0,9.621357389953337
3.0,1.0,0.43876375608179075,4.0,8.48673082642243
2.0,4.0,0.22213093801535355,1.0,2.374528229920034
5.0,3.0,0.14072286403234757,0.0,4.089638929400919
10.0,2.0,0.3205010290538708,1.0,9.189713016202544
4.0,3.0,0.868916666839154,5.0,7.789379392305983
10.0,3.0,0.8052257595087662,4.0,9.982315571948783
8.0,1.0,0.10165413371271248,4.0,10.0
9.0,1.0,0.0878085122803608,1.0,9.56467036787118
3.0,1.0,0.4929512288190442,2.0,7.681533652500248
11.0,1.0,0.27738220213947773,4.0,10.0
3.0,4.0,0.8234257950112601,5.0,5.502512298816354
5.0,1.0,0.4861811795794011,3.0,9.820046535487785
10.0,4.0,0.852707740451865,0.0,7.0135673684766235
9.0,3.0,0.10819881864237713,5.0,8.825276558971812
4.0,1.0,0.9700770767284456,5.0,10.0
4.0,4.0,0.7671013420774461,0.0,3.5923372382790064
6.0,1.0,0.7318765630660359,2.0,10.0
6.0,4.0,0.9402161612316954,5.0,7.410572860642356
1.0,1.0,0.4703027402251736,5.0,7.970580783257257
3.0,3.0,0.14888891406185134,5.0,5.252284433248671
2.0,2.0,0.49690074584107613,5.0,7.946497958825684
2.0,3.0,0.8152238394105589,0.0,3.340033507856477
5.0,4.0,0.8595429589656343,0.0,4.277791464019324
1.0,4.0,0.48854570562783284,2.0,2.4065980069076405
9.0,2.0,0.7323022201742937,3.0,10.0
9.0,1.0,0.2469527002391878,2.0,10.0
3.0,2.0,0.23054704190987696,1.0,5.5662973301999905
11.0,4.0,0.5862595523830681,1.0,7.234324035018658
8.0,3.0,0.42175116875759966,3.0,8.671805861699125
4.0,4.0,0.1610524094220972,5.0,4.8610988327993985
3.0,2.0,0.7613624928283792,4.0,8.4271955177052
6.0,3.0,0.532147447725962,1.0,5.6146891928175116
12.0,1.0,0.5203923074165578,0.0,10.0
1.0,1.0,0.1893095196796798,1.0,5.946501030246414
1.0,3.0,0.2411406362659272,4.0,4.56320287774028
5.0,1.0,0.6927078843826668,0.0,8.470486331803448
12.0,2.0,0.8519030825013485,4.0,10.0
4.0,2.0,0.17721214681431374,3.0,6.930955633345398
9.0,3.0,0.8123457211941818,3.0,8.889454827632633
7.0,4.0,0.7880951668927496,5.0,7.391408922004065
3.0,4.0,0.8149118185753278,3.0,4.874961885310068
11.0,3.0,0.581743813891831,3.0,9.7977242652497
2.0,4.0,0.35184201869075127,2.0,2.2445419387733967
7.0,3.0,0.7710209216190432,3.0,8.196434390395877
8.0,1.0,0.47994542157203657,2.0,10.0
9.0,2.0,0.2218640814052526,0.0,8.075205568739733
11.0,4.0,0.40238676015720143,0.0,6.063107308758826
9.0,4.0,0.45771684128034906,4.0,7.33098916215838
8.0,2.0,0.5053451527916993,3.0,9.347247768246561
2.0,2.0,0.8975635754087848,2.0,7.250801045788185
4.0,4.0,0.41116501257626836,4.0,4.942884350245543
5.0,1.0,0.2848108170410196,2.0,8.94795553477424
5.0,4.0,0.9623479576913012,1.0,5.793259684421467
2.0,3.0,0.24194819093109077,3.0,4.4979379844411636
2.0,4.0,0.011116290742092083,2.0,2.4728296373745513
6.0,2.0,0.8498210181212253,5.0,9.989805336564613
9.0,3.0,0.9544457707681575,4.0,10.0
11.0,2.0,0.6821319474729187,4.0,10.0
12.0,1.0,0.40764965419212085,4.0,10.0
6.0,2.0,0.5437546851943035,4.0,9.248572667439133
11.0,4.0,0.8320015710966563,4.0,9.372272511210495
6.0,1.0,0.8853403299465953,2.0,9.888915167255364
6.0,1.0,0.10252588671091978,4.0,9.444945196264502
3.0,4.0,0.8679967172410039,0.0,3.4194284581132766
8.0,4.0,0.6173498162163165,3.0,6.624384663468703
4.0,4.0,0.03227855213599673,3.0,3.1453525516135796
6.0,4.0,0.10848570257039691,0.0,3.195678384788577
12.0,4.0,0.045534213713688265,3.0,7.555376975590246
7.0,4.0,0.948558572585442,0.0,5.450191639563555
4.0,4.0,0.42651790266668455,4.0,5.011808201617559
9.0,3.0,0.7156156308578508,3.0,9.070926669440707
9.0,2.0,0.0017173413479111277,3.0,8.772982754343245
8.0,2.0,0.7931719665755405,3.0,9.963095392537234
1.0,2.0,0.4820353873133164,1.0,5.2424073826129804
3.0,3.0,0.9236026697626786,3.0,6.184249879412443
2.0,3.0,0.5208974912551904,1.0,3.9232673649126624
12.0,1.0,0.7888001492240496,4.0,10.0
4.0,1.0,0.6294666913603165,0.0,7.750329241690262
6.0,3.0,0.5205384726396178,0.0,5.644658084707402
11.0,4.0,0.9482441888685016,4.0,8.803840412202922
12.0,4.0,0.49559922212537466,0.0,6.6701233297728155
3.0,1.0,0.8923883649741768,5.0,9.85825840930034
11.0,3.0,0.036077630134868977,0.0,7.308660931379861
9.0,3.0,0.6574188452491182,3.0,8.241132308464222
8.0,2.0,0.9116615792341454,5.0,10.0
3.0,3.0,0.8992753294862739,4.0,7.013909305456213
9.0,2.0,0.48505363050535044,3.0,10.0
8.0,4.0,0.47209716596968043,4.0,6.812206732907676
6.0,4.0,0.8105134346232395,4.0,6.72496738527918
8.0,3.0,0.33501588510620384,0.0,6.481123760361749
3.0,2.0,0.9371614251565444,1.0,6.842039367146832
8.0,3.0,0.25068412055425937,1.0,5.829687071228329
2.0,4.0,0.07439782731311972,1.0,1.9931154922699368
4.0,2.0,0.7719239526128563,1.0,7.163927301743805
6.0,4.0,0.40472425551224955,3.0,5.29952560152177
2.0,3.0,0.3557773685633401,5.0,5.117443182655884
11.0,1.0,0.32090995477958595,3.0,10.0
11.0,3.0,0.9804422341860389,0.0,8.698241299355063
6.0,1.0,0.5716766530732158,4.0,10.0
7.0,3.0,0.9919144425987909,3.0,8.442894055987516
4.0,4.0,0.3435809883434695,4.0,4.526371911037648
3.0,4.0,0.41396923866031077,2.0,3.186908836527132
12.0,3.0,0.21176269810866788,2.0,9.145413306196167
5.0,1.0,0.43036411633950356,3.0,9.437399874714812
12.0,4.0,0.06200534290361548,4.0,7.975356238872298
1.0,2.0,0.0005578519329870746,1.0,3.814401337611037
2.0,1.0,0.45307347610535353,3.0,7.769689381072811
6.0,4.0,0.7460239245928239,5.0,6.917814580155345
10.0,1.0,0.43706516646205407,0.0,10.0
6.0,2.0,0.51800539916342,1.0,7.22324275943889
11.0,1.0,0.4456158955655217,3.0,10.0
2.0,3.0,0.5268042799212918,5.0,6.229040157180875
11.0,4.0,0.7756040477496772,5.0,8.729829698237166
6.0,3.0,0.8037862906184453,3.0,7.633177351565454
4.0,4.0,0.8380580437124706,3.0,5.48833708043768
8.0,4.0,0.21242990806961637,2.0,5.541471588587473
10.0,4.0,0.4578444563439169,2.0,6.7919866247723855
12.0,1.0,0.8310056962035713,4.0,10.0
2.0,1.0,0.9418790198772952,3.0,8.937254024205895
9.0,2.0,0.5429833824041141,3.0,10.0
4.0,3.0,0.49299997800170836,5.0,6.561471501566307
7.0,4.0,0.76459477114746,0.0,4.8476840363239555
6.0,2.0,0.9916943136025408,5.0,10.0
10.0,3.0,0.42593219835132456,4.0,9.361748563686929
5.0,1.0,0.1650996782348335,3.0,9.28856999753309
4.0,3.0,0.8343068010869454,3.0,7.564291513509166
6.0,4.0,0.7104252084799801,3.0,5.7732399749175425
9.0,2.0,0.1450757719952812,3.0,8.930967201582362
11.0,1.0,0.3235092967380516,2.0,10.0
1.0,2.0,0.5532233922300136,4.0,6.936144599754647
7.0,4.0,0.7314655603268763,1.0,5.834599882186639
1.0,4.0,0.7806465835550647,3.0,4.2428864126571835
8.0,3.0,0.15573136982991398,3.0,7.300421083864946
8.0,3.0,0.21675067056714614,2.0,7.079918295800039
11.0,2.0,0.7441225144250455,4.0,10.0
3.0,4.0,0.1161123727740857,1.0,1.480129260734886
10.0,4.0,0.49816023892456196,3.0,7.484424668554596
9.0,4.0,0.54599215439167,1.0,5.7458580326614275
8.0,4.0,0.3393545471256155,1.0,5.371716255229132
8.0,3.0,0.7963362141268813,3.0,8.028254432092014
7.0,4.0,0.055415810745790384,5.0,5.88903175427632
1.0,3.0,0.7774444947807966,1.0,4.135192750653731
10.0,3.0,0.6460327483149886,0.0,7.903774146853914
5.0,3.0,0.507217575673398,0.0,5.0002033771039756
2.0,1.0,0.8723726974786018,2.0,8.804948945336536
8.0,4.0,0.20224643803361297,4.0,6.875331966809961
12.0,2.0,0.800774035124349,4.0,10.0
9.0,3.0,0.18777454076154654,1.0,7.358371981859002
3.0,4.0,0.9904460972230009,5.0,6.509552629083055
10.0,1.0,0.032764769889810696,0.0,9.52835882756692
11.0,2.0,0.5531972591780506,3.0,10.0
4.0,4.0,0.1680168142213092,5.0,4.820817162504639
7.0,2.0,0.4079750664733717,4.0,9.122450316499533
11.0,3.0,0.1479466701745613,4.0,9.132193036472282
2.0,3.0,0.19382545179054012,1.0,3.7834476753000588
5.0,4.0,0.06098050872648819,4.0,4.753173860398081
6.0,3.0,0.008003545273850943,2.0,5.349750226429141
1.0,2.0,0.719305886106666,2.0,5.660812950506697
3.0,1.0,0.4534605327461706,3.0,8.1794879459083
8.0,2.0,0.045592185178122246,3.0,8.542027803745771
4.0,3.0,0.9389698188838715,1.0,6.151890603959921
3.0,3.0,0.6656101454625324,5.0,6.573195940097945
4.0,4.0,0.264273132033494,5.0,5.299057034507964
2.0,4.0,0.4386951471200986,1.0,2.4364773187365865
8.0,2.0,0.489266682905633,1.0,8.52138594857086
4.0,1.0,0.5699278147708642,0.0,7.947594473985504
8.0,2.0,0.8574502776695622,2.0,9.96790817072106
10.0,2.0,0.5899002827341522,1.0,9.258445197696838
6.0,4.0,0.9787261490448632,5.0,7.132248204347195
11.0,4.0,0.7268090892967259,5.0,9.384763228990833
3.0,4.0,0.9885171982708091,4.0,5.583826243450973
12.0,4.0,0.5507491512764806,1.0,8.010870999119959
4.0,1.0,0.6784491884630895,4.0,9.8764186346849
4.0,1.0,0.7378985720646466,2.0,9.486906033746745
12.0,3.0,0.754747034568997,1.0,9.29749141497222
6.0,2.0,0.02442962833629092,3.0,7.38758566038875
9.0,4.0,0.12747432073515796,0.0,4.663243890112227
10.0,2.0,0.22772238602908934,5.0,10.0
6.0,1.0,0.2714944908764181,0.0,8.390810326337249
4.0,1.0,0.9053681892953226,1.0,7.979787105087857
6.0,2.0,0.7226032234724356,1.0,7.7941357675297835
5.0,1.0,0.14328161053436883,3.0,9.131025405128288
5.0,2.0,0.4263550330810799,4.0,8.2590145218414
3.0,3.0,0.24312154512908257,5.0,6.308109031351916
11.0,4.0,0.8298636465708097,2.0,8.819032536640464
7.0,3.0,0.9177969860195556,1.0,7.359709366149839
10.0,1.0,0.16429013681358917,0.0,10.0
8.0,2.0,0.4165707819775105,3.0,10.0
5.0,4.0,0.952836985253163,5.0,7.026301182669467
4.0,2.0,0.6570894426915891,0.0,6.2997599291666875
12.0,3.0,0.8680968683429341,5.0,10.0
1.0,4.0,0.35769373100415425,1.0,2.0706524880199937
4.0,1.0,0.2097023662365698,5.0,9.407760144311048
9.0,2.0,0.6913037289790341,0.0,8.73745436038984
7.0,3.0,0.13742633487746903,5.0,8.290071265243837
8.0,4.0,0.8399018967262603,1.0,6.098619456135884
1.0,4.0,0.7548371568554116,1.0,2.8677929448555
3.0,2.0,0.3049066350268034,1.0,5.688673452014458
8.0,2.0,0.4987115197189682,0.0,8.545512586735487
4.0,4.0,0.7991938996193749,4.0,5.343674022442119
6.0,4.0,0.9349103197724256,0.0,4.61452651893507
12.0,4.0,0.35216049588722764,2.0,7.960666912323457
8.0,3.0,0.7899918183852644,5.0,9.240881844797338
8.0,2.0,0.19446708109428334,2.0,8.423922700935442
3.0,2.0,0.9035401391865641,4.0,8.77160304826109
8.0,3.0,0.6862500101999565,4.0,8.337050378719834
12.0,2.0,0.15273932007014823,4.0,10.0
8.0,3.0,0.7398289216099309,5.0,9.843181460017142
10.0,3.0,0.7240576712682807,0.0,7.940343043020516
12.0,2.0,0.7422974569170884,1.0,10.0
11.0,2.0,0.3448774174246808,1.0,9.610972432421159
5.0,4.0,0.7398002499268358,0.0,3.7280445639114546
4.0,2.0,0.8265700568100571,0.0,6.673887581125047
4.0,2.0,0.3471289095410822,0.0,5.611246150976488
10.0,2.0,0.20795766658104375,5.0,10.0
5.0,2.0,0.8878799214929188,5.0,9.915604061474346
10.0,3.0,0.6206940649811684,3.0,9.715122816598752
10.0,4.0,0.4603871690449497,5.0,8.51912060174325
8.0,2.0,0.879743905939987,2.0,10.0
2.0,1.0,0.1360056435781477,2.0,7.245658756490431
9.0,4.0,0.8105846058609751,5.0,8.445177121026495
3.0,1.0,0.4908212758833034,0.0,7.064100102963964
7.0,4.0,0.04252426151803135,0.0,3.457564229791476
3.0,1.0,0.9726126856785379,3.0,9.000576219004246
1.0,2.0,0.7780667427488424,1.0,5.662861746113341
8.0,4.0,0.21475582385457725,4.0,6.113866762294616
6.0,1.0,0.9236955800012666,3.0,10.0
8.0,1.0,0.9353455586557802,1.0,10.0
6.0,3.0,0.8004656000965181,0.0,6.152229100036318
5.0,1.0,0.1271704331420751,0.0,6.783120965002271
1.0,1.0,0.18638133323337291,2.0,6.574922096378324
4.0,3.0,0.754032934904249,1.0,5.390051847731655
11.0,4.0,0.9138057704629918,0.0,7.180673608665329
10.0,4.0,0.21501813789442015,4.0,7.767987731161719
6.0,4.0,0.46082783522360005,5.0,6.32518461998312
1.0,3.0,0.15479395968245258,5.0,4.842843699986844
12.0,3.0,0.4780078428306942,0.0,8.396430823570713
9.0,4.0,0.6425291300347242,1.0,6.4372759858723905
1.0,3.0,0.018554888409359926,2.0,3.3499932534974985
3.0,1.0,0.6429271916942968,5.0,10.0
3.0,1.0,0.639749927685734,3.0,8.63949928450434
11.0,3.0,0.4550084868656362,2.0,9.27273106431302
12.0,4.0,0.8954022625942131,5.0,10.0
5.0,3.0,0.13481901752005454,3.0,5.546893461026707
3.0,2.0,0.05131183045372334,5.0,7.064283440163817
8.0,2.0,0.4958311599746559,5.0,10.0
4.0,3.0,0.5330345200821096,5.0,6.7150236143311375
2.0,4.0,0.2666891862436851,3.0,3.3008236157289663
4.0,2.0,0.9616277066536864,2.0,7.906831284861979
4.0,3.0,0.2537272399831496,0.0,3.8773344228904585
1.0,2.0,0.2701618287331279,4.0,6.3696655673706335
9.0,1.0,0.8109864548212067,1.0,10.0
5.0,2.0,0.922823675828765,0.0,8.031350197782508
7.0,1.0,0.5361397460048596,4.0,10.0
7.0,3.0,0.01905398694656435,2.0,6.0830604851624415
10.0,1.0,0.3554348825558603,3.0,10.0
10.0,2.0,0.22393982861582573,4.0,10.0
7.0,4.0,0.5110180473346554,1.0,5.378696758194524
11.0,1.0,0.6825717892687797,4.0,10.0
7.0,2.0,0.39243628540801234,3.0,8.652093458764735
1.0,3.0,0.5373599807259233,3.0,4.693740094978624
11.0,4.0,0.7598603144122315,1.0,7.844146418111486
10.0,4.0,0.24614700847316628,4.0,7.7232029844246055
6.0,1.0,0.19596789826376027,1.0,8.594745428907387
5.0,1.0,0.8056349468271816,3.0,10.0
11.0,4.0,0.03702362384083513,4.0,7.716553143704047
6.0,3.0,0.15059658371056506,0.0,4.1582379593841665
5.0,4.0,0.012356745462270502,2.0,3.957374466678647
9.0,1.0,0.5553847934559067,4.0,10.0
4.0,1.0,0.6000857318073685,1.0,8.294258965823987
5.0,1.0,0.5310306943695038,0.0,8.116362817089167
10.0,1.0,0.4142690293102802,2.0,10.0
3.0,4.0,0.5290291234184641,2.0,3.226246041521417
1.0,4.0,0.19393780151596263,5.0,2.806267623881487
5.0,2.0,0.8262427248361569,4.0,8.851771777693402
3.0,1.0,0.9807730037062758,1.0,8.709417538585853
5.0,1.0,0.5406228826460545,1.0,8.147259206522858
1.0,2.0,0.3743555383183894,1.0,4.4846267856343776
8.0,3.0,0.7917827165591712,5.0,9.70897942925821
7.0,4.0,0.19307193108419518,2.0,4.5779164597080815
4.0,3.0,0.3207735660958353,5.0,6.478632675267399
8.0,4.0,0.9399805834353263,0.0,5.90450762169168
2.0,4.0,0.1862941726179358,3.0,2.9573811669749186
1.0,4.0,0.11211557783658221,0.0,0.4100633712196222
6.0,1.0,0.5463536956445234,3.0,10.0
2.0,4.0,0.5874173366827583,0.0,2.2944910992246275
11.0,4.0,0.5971501040109201,0.0,6.312340050812224
4.0,3.0,0.16447822904091303,0.0,3.8934093508985748
6.0,3.0,0.7211447272885667,4.0,7.727314485653733
4.0,4.0,0.24228112793273693,3.0,4.021736810071297
6.0,3.0,0.9481025509468991,3.0,8.113128802795941
2.0,2.0,0.22795717734871168,1.0,4.903036648512223
12.0,3.0,0.017311479100916904,1.0,8.30864758299555
3.0,4.0,0.5678451933174161,2.0,3.872934581906937
5.0,1.0,0.20284787310671204,5.0,10.0
11.0,3.0,0.6285738253474129,4.0,10.0
6.0,1.0,0.22921336057094777,0.0,8.288656788273718
9.0,3.0,0.4280843641898019,0.0,6.971697319438677
1.0,1.0,0.17951440078801273,2.0,5.858850691673037
4.0,4.0,0.428811357077414,1.0,3.120001517126905
10.0,3.0,0.13652033872339608,2.0,7.709663557466506
4.0,2.0,0.33797305772584463,5.0,8.149779200636823
5.0,3.0,0.19893161681780303,1.0,5.005184861409366
1.0,3.0,0.8161018727831083,3.0,4.890118183018208
7.0,1.0,0.7293540835945105,2.0,10.0
5.0,3.0,0.16681939816389346,3.0,5.802901303484292
11.0,3.0,0.0829045525276777,3.0,8.663502766238004
5.0,2.0,0.02574460601302908,3.0,6.8502644798857455
10.0,2.0,0.22667179613444077,1.0,8.652330564214902
11.0,2.0,0.48017736599671124,5.0,10.0
11.0,1.0,0.3998831968642005,1.0,10.0
9.0,4.0,0.971499031762559,0.0,6.416926834576514
8.0,3.0,0.7922456451919524,0.0,7.581038073295141
6.0,2.0,0.07818668274786456,0.0,6.1184805600823795
1.0,2.0,0.158932382533298,2.0,4.792085982735285
2.0,3.0,0.02659905187485645,4.0,4.7977867472929745
5.0,1.0,0.1382263614382565,0.0,7.225132974197753
8.0,3.0,0.5294171488262903,0.0,6.720636018271841
1.0,1.0,0.07673803532520918,3.0,6.26976264914741
12.0,4.0,0.05986794731012701,3.0,7.238392538290458
12.0,4.0,0.11816150429593408,3.0,7.772940577928544
1.0,4.0,0.6694136450732134,0.0,1.7693420144748717
2.0,1.0,0.01935812490810984,1.0,5.796008815347305
11.0,1.0,0.9696261001940625,2.0,10.0
3.0,2.0,0.3807862635145526,4.0,7.324302555281599
3.0,2.0,0.33658736102372044,3.0,6.460205658895986
3.0,3.0,0.4748128339678629,4.0,5.793986920614447
9.0,3.0,0.5178617946166306,3.0,8.600708554066127
2.0,2.0,0.4200133889638339,2.0,5.53370324253178
3.0,1.0,0.4863258808143107,3.0,8.291441901396118
5.0,2.0,0.3397339007492862,2.0,7.339648343666172
8.0,3.0,0.32200742072343225,0.0,6.13686403244916
12.0,2.0,0.027315265115261056,3.0,10.0
3.0,2.0,0.6718005340770477,1.0,6.072680272459479
4.0,1.0,0.6172719795652378,1.0,7.930580553598757
7.0,1.0,0.6688203773722011,4.0,10.0
6.0,3.0,0.9410550540649721,0.0,6.989853865100893
8.0,4.0,0.4730847396688014,0.0,5.115905472059972
3.0,4.0,0.8817704343022418,2.0,3.8636815957360575
8.0,4.0,0.44394324685784825,3.0,6.600051343935384
12.0,3.0,0.4776140274615617,5.0,10.0
9.0,3.0,0.6329525177148896,3.0,8.764447822447789
9.0,1.0,0.2159013993856187,1.0,9.755144617426108
1.0,1.0,0.21735612255710335,2.0,7.041538688976407
11.0,3.0,0.509831844219614,2.0,8.679431314924754
9.0,4.0,0.06860981772029384,2.0,5.731303312281225
8.0,4.0,0.23665804942399393,4.0,6.267718957572613
2.0,3.0,0.7934121535809415,4.0,6.308472730974859
7.0,1.0,0.46373342732623957,4.0,10.0
9.0,4.0,0.02662193354911635,2.0,5.92960966094384
8.0,2.0,0.0607414183622893,1.0,7.8369181751213315
2.0,1.0,0.919515378572632,0.0,7.130970596483211
1.0,4.0,0.9567184483402927,4.0,5.288297669940614
6.0,1.0,0.6411038378215835,5.0,10.0
9.0,2.0,0.18494510854174662,0.0,7.7046916324349395
5.0,3.0,0.36808620745252296,0.0,4.7978345327589125
9.0,4.0,0.30546705652130435,1.0,5.800184201073396
12.0,4.0,0.7851563208214376,4.0,9.748150985323447
11.0,1.0,0.5370896851257652,1.0,10.0
8.0,1.0,0.7796565486146969,0.0,10.0
9.0,4.0,0.36051061021499975,2.0,6.4814725233107895
2.0,2.0,0.8695114634767065,2.0,6.484753077082583
2.0,1.0,0.42916237472947716,2.0,7.990740980661125
9.0,3.0,0.4173740683812439,3.0,8.925414482027552
10.0,3.0,0.4890984380224874,1.0,8.218486344616936
3.0,4.0,0.5918057537044134,0.0,2.695220522674013
8.0,2.0,0.8941118531581281,0.0,8.804989471129673
4.0,4.0,0.4577555447973871,4.0,4.818381771156382
2.0,3.0,0.9301362372139818,3.0,5.801957206939516
5.0,4.0,0.3936683353668802,1.0,3.1313013462643484
6.0,2.0,0.3245726945417158,5.0,9.608224424957305
10.0,3.0,0.29504560731878726,3.0,8.943327307126221
11.0,4.0,0.021152004699864224,4.0,7.039297971670006
12.0,4.0,0.8491439406138563,4.0,9.965284255688546
2.0,2.0,0.07923373776263432,1.0,4.65615309316069
12.0,3.0,0.33433135258726887,3.0,9.608948863379837
7.0,3.0,0.25045678638723123,3.0,7.1487660253436855
3.0,1.0,0.7444367341932215,2.0,7.966037311585309
8.0,1.0,0.9325871756708981,3.0,10.0
1.0,3.0,0.8167097839288437,2.0,4.657263920897198
6.0,1.0,0.31999832975725273,0.0,8.16413134888436
10.0,3.0,0.4557573435309291,0.0,7.001267867550175
12.0,2.0,0.2470368964346089,2.0,10.0
4.0,2.0,0.9239801913213695,5.0,9.665904881461366
3.0,4.0,0.11874457458987975,1.0,2.3596885884057404
7.0,2.0,0.9519544556447065,3.0,9.835152537935931
2.0,4.0,0.8136568274160046,0.0,3.434025835707814
12.0,4.0,0.7115777125263103,3.0,8.64578298937504
4.0,4.0,0.7739936566500353,1.0,4.280022703441296
3.0,4.0,0.3393468069020472,2.0,3.251675725508302
3.0,3.0,0.2958865074071122,4.0,6.195466899716256
5.0,2.0,0.3814208655676522,2.0,7.378866675909717
9.0,4.0,0.18161324842075466,5.0,7.543573070340028
11.0,4.0,0.7463600851961038,0.0,7.144435264861485
9.0,2.0,0.4750438370060198,0.0,8.132590915354719
8.0,2.0,0.8858099583197169,1.0,9.010955780627272
4.0,2.0,0.8783815092768525,1.0,7.1740626555645015
12.0,1.0,0.15585387858254485,2.0,10.0
12.0,2.0,0.2188182686737863,5.0,10.0
8.0,1.0,0.41064022566112657,1.0,9.759259985315285
10.0,4.0,0.1188144596176337,2.0,6.649288859569868
4.0,2.0,0.689433884760382,0.0,5.784138841277132
6.0,3.0,0.7375956553365053,4.0,7.586445271624699
10.0,1.0,0.7213503587959317,3.0,10.0
6.0,3.0,0.4702103140180689,0.0,5.802913779509158
10.0,3.0,0.8432162218673352,2.0,9.157414600362756
11.0,3.0,0.6058457467386003,1.0,9.001579027085038
12.0,4.0,0.9936117761866095,2.0,8.954446052463506
4.0,1.0,0.815438218109179,1.0,8.937831536776446
6.0,3.0,0.7222588157830618,4.0,7.906491936713903
5.0,2.0,0.12330280251749104,0.0,5.8695790325643475
7.0,4.0,0.832600037631681,3.0,6.744254122506743
9.0,3.0,0.30557221565804926,4.0,8.71245661828249
4.0,4.0,0.4189142955448609,0.0,3.343249757152074
